IP地址,端口,TLS,数据中心,地区,城市,延迟(ms),速度(MB/s)
104.17.205.88,2082,FALSE,SJC,North America,San Jose,145,19.64
104.18.144.162,2052,FALSE,SJC,North America,San Jose,148,19.64
104.16.185.228,8080,FALSE,SJC,North America,San Jose,159,19.64
104.16.243.246,2086,FALSE,SJC,North America,San Jose,150,19.64
104.17.240.213,8080,FALSE,SJC,North America,San Jose,162,19.63
104.18.75.100,80,FALSE,SJC,North America,San Jose,161,19.63
104.21.237.26,2095,FALSE,SJC,North America,San Jose,148,19.62
104.16.218.50,2086,FALSE,SJC,North America,San Jose,150,19.62
104.18.184.185,8880,FALSE,SJC,North America,San Jose,149,19.62
104.17.51.57,2082,FALSE,SJC,North America,San Jose,153,19.62
104.17.45.65,8080,FALSE,SJC,North America,San Jose,159,19.62
190.93.245.62,2052,FALSE,SJC,North America,San Jose,150,19.61
104.21.234.10,2082,FALSE,SJC,North America,San Jose,151,19.61
104.17.131.217,8080,FALSE,SJC,North America,San Jose,160,19.61
104.16.148.35,80,FALSE,SJC,North America,San Jose,159,19.61
104.16.128.147,8080,FALSE,SJC,North America,San Jose,160,19.6
104.18.230.137,2052,FALSE,SJC,North America,San Jose,152,19.6
104.18.146.177,8880,FALSE,SJC,North America,San Jose,151,19.59
104.16.203.17,2052,FALSE,SJC,North America,San Jose,150,19.59
104.18.139.97,2052,FALSE,SJC,North America,San Jose,152,19.59
104.17.43.230,2052,FALSE,SJC,North America,San Jose,151,19.59
104.17.62.140,2052,FALSE,SJC,North America,San Jose,152,19.59
104.16.164.240,2082,FALSE,SJC,North America,San Jose,154,19.58
104.17.98.31,2082,FALSE,SJC,North America,San Jose,149,19.58
104.17.37.39,2082,FALSE,SJC,North America,San Jose,149,19.58
104.16.161.105,2052,FALSE,SJC,North America,San Jose,153,19.58
104.16.131.11,2052,FALSE,SJC,North America,San Jose,153,19.58
104.17.187.41,2082,FALSE,SJC,North America,San Jose,149,19.57
104.17.71.151,2052,FALSE,SJC,North America,San Jose,147,19.56
104.16.130.126,2052,FALSE,SJC,North America,San Jose,153,19.56
104.17.191.172,8080,FALSE,SJC,North America,San Jose,163,19.55
104.18.107.212,8880,FALSE,SJC,North America,San Jose,150,19.55
104.16.148.63,2082,FALSE,SJC,North America,San Jose,148,19.54
104.16.142.247,2052,FALSE,SJC,North America,San Jose,140,19.52
104.17.189.95,2052,FALSE,SJC,North America,San Jose,149,19.52
104.18.249.27,2052,FALSE,SJC,North America,San Jose,152,19.51
104.19.254.135,8880,FALSE,SJC,North America,San Jose,147,19.51
104.17.177.39,2082,FALSE,SJC,North America,San Jose,150,19.51
104.16.236.247,8880,FALSE,SJC,North America,San Jose,147,19.51
104.19.254.56,2052,FALSE,SJC,North America,San Jose,141,19.51
104.18.67.28,2086,FALSE,SJC,North America,San Jose,148,19.5
104.16.137.120,8080,FALSE,SJC,North America,San Jose,161,19.5
104.16.207.219,80,FALSE,SJC,North America,San Jose,160,19.5
104.18.104.28,80,FALSE,SJC,North America,San Jose,167,19.49
104.17.220.139,80,FALSE,SJC,North America,San Jose,133,19.49
104.17.120.170,2082,FALSE,SJC,North America,San Jose,157,19.48
104.16.243.9,8080,FALSE,SJC,North America,San Jose,164,19.48
104.17.79.15,80,FALSE,SJC,North America,San Jose,134,19.48
104.16.146.218,2052,FALSE,SJC,North America,San Jose,154,19.47
104.17.13.185,2082,FALSE,SJC,North America,San Jose,150,19.47
104.17.66.90,2086,FALSE,SJC,North America,San Jose,150,19.47
104.16.178.227,2086,FALSE,SJC,North America,San Jose,154,19.47
104.16.225.166,2052,FALSE,SJC,North America,San Jose,154,19.45
104.17.5.34,8080,FALSE,SJC,North America,San Jose,163,19.44
104.17.250.147,2052,FALSE,SJC,North America,San Jose,149,19.44
104.17.188.164,2082,FALSE,SJC,North America,San Jose,151,19.43
104.17.39.99,80,FALSE,SJC,North America,San Jose,160,19.43
104.16.227.204,8080,FALSE,SJC,North America,San Jose,160,19.42
104.18.117.4,2086,FALSE,SJC,North America,San Jose,131,19.42
104.17.50.191,8080,FALSE,SJC,North America,San Jose,162,19.42
104.18.222.223,8880,FALSE,SJC,North America,San Jose,151,19.41
104.18.93.181,2052,FALSE,SJC,North America,San Jose,153,19.41
104.21.234.142,2086,FALSE,SJC,North America,San Jose,150,19.41
104.16.239.178,2052,FALSE,SJC,North America,San Jose,153,19.4
104.17.231.68,2082,FALSE,SJC,North America,San Jose,132,19.4
104.16.221.11,8080,FALSE,SJC,North America,San Jose,157,19.39
104.18.175.112,8880,FALSE,SJC,North America,San Jose,149,19.39
104.16.13.110,80,FALSE,SJC,North America,San Jose,135,19.38
104.21.229.112,8880,FALSE,SJC,North America,San Jose,147,19.38
104.16.241.7,2086,FALSE,SJC,North America,San Jose,150,19.38
104.16.162.29,2086,FALSE,SJC,North America,San Jose,148,19.38
104.17.36.105,2052,FALSE,SJC,North America,San Jose,155,19.37
104.17.174.166,8080,FALSE,SJC,North America,San Jose,159,19.37
104.18.126.200,80,FALSE,SJC,North America,San Jose,174,19.37
104.17.77.229,2082,FALSE,SJC,North America,San Jose,131,19.36
104.19.234.11,8880,FALSE,SJC,North America,San Jose,150,19.35
104.17.39.96,2086,FALSE,SJC,North America,San Jose,150,19.35
104.18.185.148,2052,FALSE,SJC,North America,San Jose,149,19.34
104.18.64.103,8880,FALSE,SJC,North America,San Jose,151,19.32
104.17.202.71,80,FALSE,SJC,North America,San Jose,163,19.3
104.17.12.21,8080,FALSE,SJC,North America,San Jose,160,19.29
104.17.15.31,2082,FALSE,SJC,North America,San Jose,155,19.29
104.18.82.213,80,FALSE,SJC,North America,San Jose,182,19.28
104.17.15.72,8880,FALSE,SJC,North America,San Jose,150,19.28
104.16.252.192,2052,FALSE,SJC,North America,San Jose,152,19.28
104.16.152.159,8880,FALSE,SJC,North America,San Jose,151,19.28
104.17.164.74,80,FALSE,SJC,North America,San Jose,188,19.27
104.16.179.2,2086,FALSE,SJC,North America,San Jose,148,19.26
104.17.140.230,80,FALSE,SJC,North America,San Jose,169,19.26
104.18.187.192,8880,FALSE,SJC,North America,San Jose,139,19.26
190.93.244.225,2095,FALSE,SJC,North America,San Jose,147,19.24
104.16.123.109,80,FALSE,SJC,North America,San Jose,164,19.23
104.16.118.34,80,FALSE,SJC,North America,San Jose,162,19.23
104.17.24.139,8880,FALSE,SJC,North America,San Jose,153,19.23
104.17.32.154,2082,FALSE,SJC,North America,San Jose,166,19.23
104.16.183.254,8080,FALSE,SJC,North America,San Jose,163,19.22
104.16.254.185,80,FALSE,SJC,North America,San Jose,166,19.22
104.17.21.237,8080,FALSE,SJC,North America,San Jose,164,19.21
104.17.44.156,8080,FALSE,SJC,North America,San Jose,168,19.21
104.19.189.167,8880,FALSE,SJC,North America,San Jose,156,19.21
104.18.80.127,2082,FALSE,SJC,North America,San Jose,148,19.2
104.18.74.205,2086,FALSE,SJC,North America,San Jose,149,19.2
104.17.67.98,2086,FALSE,SJC,North America,San Jose,131,19.2
104.17.14.54,8080,FALSE,SJC,North America,San Jose,164,19.2
104.18.86.205,80,FALSE,SJC,North America,San Jose,168,19.2
104.16.154.87,2086,FALSE,SJC,North America,San Jose,150,19.2
104.17.200.167,8080,FALSE,SJC,North America,San Jose,167,19.19
104.17.137.156,2082,FALSE,SJC,North America,San Jose,145,19.19
104.16.244.168,8880,FALSE,SJC,North America,San Jose,157,19.19
104.17.245.194,8080,FALSE,SJC,North America,San Jose,152,19.19
104.17.44.102,2086,FALSE,SJC,North America,San Jose,158,19.18
104.18.139.66,8880,FALSE,SJC,North America,San Jose,149,19.18
104.17.144.55,2086,FALSE,SJC,North America,San Jose,148,19.18
104.16.247.242,80,FALSE,SJC,North America,San Jose,144,19.17
104.21.224.111,2095,FALSE,SJC,North America,San Jose,155,19.17
104.18.236.140,8880,FALSE,SJC,North America,San Jose,155,19.17
104.17.172.138,8080,FALSE,SJC,North America,San Jose,161,19.17
104.17.134.14,80,FALSE,SJC,North America,San Jose,176,19.16
104.16.145.32,8080,FALSE,SJC,North America,San Jose,165,19.16
104.17.189.118,8080,FALSE,SJC,North America,San Jose,143,19.16
104.18.145.143,2086,FALSE,SJC,North America,San Jose,155,19.16
104.17.93.74,2086,FALSE,SJC,North America,San Jose,152,19.15
104.17.84.216,80,FALSE,SJC,North America,San Jose,174,19.15
104.17.157.66,80,FALSE,SJC,North America,San Jose,189,19.15
104.17.235.28,8080,FALSE,SJC,North America,San Jose,154,19.15
104.17.114.99,8080,FALSE,SJC,North America,San Jose,149,19.15
104.17.189.244,2082,FALSE,SJC,North America,San Jose,156,19.15
104.17.100.19,8080,FALSE,SJC,North America,San Jose,164,19.13
104.19.172.203,8880,FALSE,SJC,North America,San Jose,150,19.13
104.18.155.129,8880,FALSE,SJC,North America,San Jose,149,19.12
104.17.197.39,2052,FALSE,SJC,North America,San Jose,154,19.12
104.18.103.156,80,FALSE,SJC,North America,San Jose,162,19.12
104.17.156.191,2052,FALSE,SJC,North America,San Jose,162,19.12
104.17.127.145,8080,FALSE,SJC,North America,San Jose,167,19.11
104.16.240.153,8080,FALSE,SJC,North America,San Jose,162,19.11
104.18.235.194,2052,FALSE,SJC,North America,San Jose,153,19.11
104.17.208.51,8080,FALSE,SJC,North America,San Jose,163,19.1
104.16.219.53,2082,FALSE,SJC,North America,San Jose,156,19.1
104.16.182.181,2052,FALSE,SJC,North America,San Jose,150,19.09
104.17.167.13,2086,FALSE,SJC,North America,San Jose,138,19.09
104.17.58.106,2052,FALSE,SJC,North America,San Jose,154,19.09
104.16.166.161,2086,FALSE,SJC,North America,San Jose,154,19.09
104.19.252.115,8880,FALSE,SJC,North America,San Jose,154,19.08
104.17.182.192,2086,FALSE,SJC,North America,San Jose,148,19.08
104.17.174.223,2082,FALSE,SJC,North America,San Jose,154,19.08
104.17.29.22,8080,FALSE,SJC,North America,San Jose,165,19.07
104.16.246.144,8880,FALSE,SJC,North America,San Jose,154,19.07
104.17.117.13,80,FALSE,SJC,North America,San Jose,177,19.07
104.16.182.25,8080,FALSE,SJC,North America,San Jose,168,19.07
104.17.159.235,8080,FALSE,SJC,North America,San Jose,163,19.06
104.16.192.169,8080,FALSE,SJC,North America,San Jose,169,19.06
104.17.1.4,80,FALSE,SJC,North America,San Jose,177,19.06
104.17.158.208,2086,FALSE,SJC,North America,San Jose,151,19.06
104.18.98.238,80,FALSE,SJC,North America,San Jose,150,19.05
104.17.151.50,2082,FALSE,SJC,North America,San Jose,125,19.04
104.17.203.8,80,FALSE,SJC,North America,San Jose,171,19.03
104.18.191.112,2052,FALSE,SJC,North America,San Jose,154,19.02
104.17.13.58,2052,FALSE,SJC,North America,San Jose,155,19.02
104.19.226.89,2052,FALSE,SJC,North America,San Jose,157,19.02
104.18.133.224,2086,FALSE,SJC,North America,San Jose,157,19.01
104.17.48.232,80,FALSE,SJC,North America,San Jose,143,19
104.17.6.61,2082,FALSE,SJC,North America,San Jose,155,19
104.18.196.240,8880,FALSE,SJC,North America,San Jose,141,19
104.17.23.219,8880,FALSE,SJC,North America,San Jose,154,18.99
104.21.233.49,2095,FALSE,SJC,North America,San Jose,156,18.98
104.18.234.63,2052,FALSE,SJC,North America,San Jose,155,18.97
104.16.202.169,8080,FALSE,SJC,North America,San Jose,170,18.96
104.16.146.40,2086,FALSE,SJC,North America,San Jose,155,18.96
104.17.238.128,2086,FALSE,SJC,North America,San Jose,160,18.96
104.18.147.137,8880,FALSE,SJC,North America,San Jose,138,18.96
190.93.246.147,2082,FALSE,SJC,North America,San Jose,137,18.95
104.21.234.47,2052,FALSE,SJC,North America,San Jose,160,18.95
104.16.221.137,8880,FALSE,SJC,North America,San Jose,154,18.95
104.16.211.171,2052,FALSE,SJC,North America,San Jose,156,18.95
104.16.129.143,2086,FALSE,SJC,North America,San Jose,160,18.95
104.18.120.245,2082,FALSE,SJC,North America,San Jose,160,18.94
104.17.8.99,2052,FALSE,SJC,North America,San Jose,155,18.94
104.17.201.52,2082,FALSE,SJC,North America,San Jose,154,18.94
104.19.216.117,8880,FALSE,SJC,North America,San Jose,159,18.93
104.19.173.116,2052,FALSE,SJC,North America,San Jose,134,18.93
104.18.130.251,2086,FALSE,SJC,North America,San Jose,154,18.93
104.17.3.147,2052,FALSE,SJC,North America,San Jose,156,18.92
104.17.135.7,2082,FALSE,SJC,North America,San Jose,163,18.92
104.17.174.55,2052,FALSE,SJC,North America,San Jose,157,18.92
104.18.238.112,8880,FALSE,SJC,North America,San Jose,154,18.92
104.16.134.134,2086,FALSE,SJC,North America,San Jose,157,18.92
104.16.155.77,8880,FALSE,SJC,North America,San Jose,137,18.91
104.16.148.16,2052,FALSE,SJC,North America,San Jose,155,18.9
104.16.158.223,2082,FALSE,SJC,North America,San Jose,157,18.9
104.19.209.10,8880,FALSE,SJC,North America,San Jose,156,18.89
104.17.52.237,2086,FALSE,SJC,North America,San Jose,155,18.89
104.18.213.233,2082,FALSE,SJC,North America,San Jose,126,18.88
104.17.43.15,2082,FALSE,SJC,North America,San Jose,155,18.88
104.17.28.75,2082,FALSE,SJC,North America,San Jose,160,18.88
104.16.134.237,80,FALSE,SJC,North America,San Jose,167,18.87
104.17.208.106,2082,FALSE,SJC,North America,San Jose,146,18.87
104.16.134.96,2082,FALSE,SJC,North America,San Jose,151,18.87
104.19.227.248,2052,FALSE,SJC,North America,San Jose,144,18.87
104.18.80.232,2086,FALSE,SJC,North America,San Jose,156,18.86
104.18.75.1,2082,FALSE,SJC,North America,San Jose,157,18.85
104.17.31.211,2052,FALSE,SJC,North America,San Jose,155,18.85
104.17.251.149,2052,FALSE,SJC,North America,San Jose,157,18.85
104.17.196.85,80,FALSE,SJC,North America,San Jose,177,18.85
104.16.137.95,8880,FALSE,SJC,North America,San Jose,132,18.85
104.18.189.230,8880,FALSE,SJC,North America,San Jose,156,18.85
104.17.199.213,8080,FALSE,SJC,North America,San Jose,172,18.84
104.21.232.229,2095,FALSE,SJC,North America,San Jose,159,18.84
104.17.114.145,2086,FALSE,SJC,North America,San Jose,158,18.83
104.17.159.54,2086,FALSE,SJC,North America,San Jose,155,18.83
104.17.26.164,2082,FALSE,SJC,North America,San Jose,159,18.82
104.16.185.99,2052,FALSE,SJC,North America,San Jose,158,18.82
104.16.201.107,8080,FALSE,SJC,North America,San Jose,168,18.82
104.17.203.96,2082,FALSE,SJC,North America,San Jose,162,18.82
104.17.182.211,2082,FALSE,SJC,North America,San Jose,158,18.82
104.18.218.112,2082,FALSE,SJC,North America,San Jose,158,18.81
104.17.249.10,2082,FALSE,SJC,North America,San Jose,155,18.81
104.18.122.175,2082,FALSE,SJC,North America,San Jose,164,18.8
104.18.209.187,8880,FALSE,SJC,North America,San Jose,158,18.79
104.16.120.13,2052,FALSE,SJC,North America,San Jose,157,18.79
104.19.255.56,8880,FALSE,SJC,North America,San Jose,153,18.79
104.17.4.8,8880,FALSE,SJC,North America,San Jose,157,18.79
104.16.197.176,8880,FALSE,SJC,North America,San Jose,156,18.79
104.18.78.1,2082,FALSE,SJC,North America,San Jose,157,18.78
104.17.31.223,8080,FALSE,SJC,North America,San Jose,160,18.78
104.18.74.12,2082,FALSE,SJC,North America,San Jose,156,18.78
104.17.117.86,2086,FALSE,SJC,North America,San Jose,157,18.78
104.19.190.36,8880,FALSE,SJC,North America,San Jose,156,18.78
104.16.127.136,80,FALSE,SJC,North America,San Jose,171,18.78
104.16.175.41,8080,FALSE,SJC,North America,San Jose,164,18.77
104.16.134.182,2052,FALSE,SJC,North America,San Jose,149,18.76
104.19.247.8,8880,FALSE,SJC,North America,San Jose,159,18.76
104.18.72.222,8880,FALSE,SJC,North America,San Jose,156,18.75
104.16.168.129,8880,FALSE,SJC,North America,San Jose,157,18.74
104.16.241.20,8880,FALSE,SJC,North America,San Jose,154,18.74
104.17.139.62,2086,FALSE,SJC,North America,San Jose,155,18.74
104.18.117.133,8880,FALSE,SJC,North America,San Jose,162,18.74
104.17.33.20,80,FALSE,SJC,North America,San Jose,179,18.73
104.17.56.157,2052,FALSE,SJC,North America,San Jose,160,18.72
104.18.231.244,2082,FALSE,SJC,North America,San Jose,141,18.72
104.17.173.251,2052,FALSE,SJC,North America,San Jose,156,18.72
104.16.162.21,8880,FALSE,SJC,North America,San Jose,154,18.71
104.16.169.160,2082,FALSE,SJC,North America,San Jose,172,18.71
104.16.133.78,80,FALSE,SJC,North America,San Jose,195,18.71
104.18.72.197,80,FALSE,SJC,North America,San Jose,177,18.71
104.17.113.226,2086,FALSE,SJC,North America,San Jose,158,18.71
104.18.70.141,2082,FALSE,SJC,North America,San Jose,150,18.71
104.16.152.140,2082,FALSE,SJC,North America,San Jose,159,18.71
104.18.249.25,8880,FALSE,SJC,North America,San Jose,144,18.71
104.16.170.247,2082,FALSE,SJC,North America,San Jose,135,18.7
104.17.155.0,2052,FALSE,SJC,North America,San Jose,153,18.7
104.18.77.164,80,FALSE,SJC,North America,San Jose,190,18.7
104.17.28.127,8080,FALSE,SJC,North America,San Jose,168,18.7
104.17.31.77,2082,FALSE,SJC,North America,San Jose,161,18.69
141.101.114.248,2082,FALSE,SJC,North America,San Jose,155,18.69
104.17.42.33,2082,FALSE,SJC,North America,San Jose,158,18.69
104.16.186.174,2086,FALSE,SJC,North America,San Jose,156,18.68
104.19.228.218,2052,FALSE,SJC,North America,San Jose,160,18.68
104.17.82.65,2082,FALSE,SJC,North America,San Jose,156,18.68
104.16.225.83,8880,FALSE,SJC,North America,San Jose,156,18.68
104.17.246.67,8080,FALSE,SJC,North America,San Jose,167,18.67
104.17.2.174,8080,FALSE,SJC,North America,San Jose,166,18.67
104.19.215.208,8880,FALSE,SJC,North America,San Jose,159,18.67
104.17.130.44,2052,FALSE,SJC,North America,San Jose,156,18.67
104.17.57.101,2052,FALSE,SJC,North America,San Jose,142,18.67
104.16.226.191,8880,FALSE,SJC,North America,San Jose,158,18.66
104.17.129.92,2052,FALSE,SJC,North America,San Jose,136,18.66
104.17.188.161,80,FALSE,SJC,North America,San Jose,175,18.66
104.19.245.56,8880,FALSE,SJC,North America,San Jose,156,18.66
104.18.84.32,2086,FALSE,SJC,North America,San Jose,143,18.66
104.16.135.103,8080,FALSE,SJC,North America,San Jose,173,18.66
104.16.162.203,8080,FALSE,SJC,North America,San Jose,171,18.66
104.17.15.182,2052,FALSE,SJC,North America,San Jose,162,18.65
104.17.152.210,8080,FALSE,SJC,North America,San Jose,168,18.65
104.18.99.85,8880,FALSE,SJC,North America,San Jose,157,18.65
104.16.140.51,8880,FALSE,SJC,North America,San Jose,139,18.64
104.17.47.161,8080,FALSE,SJC,North America,San Jose,169,18.64
104.17.199.45,80,FALSE,SJC,North America,San Jose,178,18.64
104.18.118.117,80,FALSE,SJC,North America,San Jose,150,18.63
162.159.60.187,2082,FALSE,SJC,North America,San Jose,157,18.63
104.17.123.70,8080,FALSE,SJC,North America,San Jose,172,18.63
104.16.211.190,8080,FALSE,SJC,North America,San Jose,172,18.63
104.17.182.249,8080,FALSE,SJC,North America,San Jose,175,18.63
104.17.214.73,80,FALSE,SJC,North America,San Jose,177,18.63
104.17.162.68,8080,FALSE,SJC,North America,San Jose,181,18.63
104.18.155.79,2082,FALSE,SJC,North America,San Jose,131,18.62
104.19.228.125,8880,FALSE,SJC,North America,San Jose,156,18.62
190.93.246.210,80,FALSE,SJC,North America,San Jose,186,18.62
104.18.138.33,8880,FALSE,SJC,North America,San Jose,159,18.62
104.16.120.108,80,FALSE,SJC,North America,San Jose,167,18.62
104.16.242.223,2082,FALSE,SJC,North America,San Jose,134,18.62
104.16.194.227,80,FALSE,SJC,North America,San Jose,154,18.62
104.16.160.126,2082,FALSE,SJC,North America,San Jose,164,18.61
104.17.223.47,8080,FALSE,SJC,North America,San Jose,172,18.61
104.18.79.153,80,FALSE,SJC,North America,San Jose,192,18.61
104.16.232.97,8880,FALSE,SJC,North America,San Jose,159,18.61
104.16.229.50,2082,FALSE,SJC,North America,San Jose,158,18.6
104.17.213.41,2086,FALSE,SJC,North America,San Jose,159,18.6
104.16.252.223,8880,FALSE,SJC,North America,San Jose,159,18.59
104.17.29.222,2082,FALSE,SJC,North America,San Jose,159,18.58
104.16.196.121,2052,FALSE,SJC,North America,San Jose,158,18.58
104.16.150.253,2052,FALSE,SJC,North America,San Jose,155,18.57
104.16.196.117,2086,FALSE,SJC,North America,San Jose,159,18.57
104.17.70.40,2082,FALSE,SJC,North America,San Jose,132,18.57
104.18.115.102,8880,FALSE,SJC,North America,San Jose,158,18.57
104.16.200.233,8880,FALSE,SJC,North America,San Jose,157,18.57
104.17.193.249,2082,FALSE,SJC,North America,San Jose,153,18.56
104.17.147.175,80,FALSE,SJC,North America,San Jose,173,18.56
104.17.3.117,2082,FALSE,SJC,North America,San Jose,176,18.56
104.17.126.133,8080,FALSE,SJC,North America,San Jose,171,18.56
104.16.174.128,8880,FALSE,SJC,North America,San Jose,161,18.55
104.16.199.35,2052,FALSE,SJC,North America,San Jose,161,18.55
104.16.210.64,2086,FALSE,SJC,North America,San Jose,158,18.54
104.16.234.160,2086,FALSE,SJC,North America,San Jose,157,18.54
104.17.144.10,2052,FALSE,SJC,North America,San Jose,159,18.54
104.16.205.109,8880,FALSE,SJC,North America,San Jose,156,18.54
104.17.132.216,2052,FALSE,SJC,North America,San Jose,160,18.54
188.114.97.49,80,FALSE,SJC,North America,San Jose,181,18.54
104.17.112.238,2082,FALSE,SJC,North America,San Jose,166,18.54
104.16.144.185,8080,FALSE,SJC,North America,San Jose,139,18.53
104.17.117.201,2082,FALSE,SJC,North America,San Jose,174,18.53
104.17.179.59,2052,FALSE,SJC,North America,San Jose,159,18.53
104.18.128.139,8880,FALSE,SJC,North America,San Jose,159,18.53
104.17.105.253,80,FALSE,SJC,North America,San Jose,146,18.53
104.17.246.213,2082,FALSE,SJC,North America,San Jose,155,18.52
104.19.191.14,8880,FALSE,SJC,North America,San Jose,137,18.52
104.21.235.116,8880,FALSE,SJC,North America,San Jose,160,18.52
104.16.228.12,2052,FALSE,SJC,North America,San Jose,159,18.51
104.18.69.98,8880,FALSE,SJC,North America,San Jose,161,18.51
104.17.98.39,2086,FALSE,SJC,North America,San Jose,159,18.5
104.21.230.229,2095,FALSE,SJC,North America,San Jose,164,18.5
104.16.252.221,80,FALSE,SJC,North America,San Jose,171,18.5
104.17.58.41,2086,FALSE,SJC,North America,San Jose,142,18.5
104.18.136.6,8880,FALSE,SJC,North America,San Jose,157,18.49
104.18.182.27,8880,FALSE,SJC,North America,San Jose,162,18.49
104.17.102.62,2086,FALSE,SJC,North America,San Jose,148,18.49
198.41.209.176,2095,FALSE,SJC,North America,San Jose,165,18.49
104.16.246.58,8080,FALSE,SJC,North America,San Jose,167,18.49
104.19.242.216,8880,FALSE,SJC,North America,San Jose,161,18.49
104.16.158.135,8080,FALSE,SJC,North America,San Jose,144,18.48
104.19.148.161,8880,FALSE,SJC,North America,San Jose,158,18.47
104.18.133.216,2052,FALSE,SJC,North America,San Jose,160,18.47
104.17.78.213,2086,FALSE,SJC,North America,San Jose,163,18.47
104.16.224.112,8880,FALSE,SJC,North America,San Jose,165,18.47
104.17.119.85,8080,FALSE,SJC,North America,San Jose,143,18.46
104.17.42.142,2086,FALSE,SJC,North America,San Jose,160,18.46
104.19.233.76,8880,FALSE,SJC,North America,San Jose,161,18.46
104.19.168.222,8880,FALSE,SJC,North America,San Jose,159,18.46
104.17.34.174,2082,FALSE,SJC,North America,San Jose,162,18.45
104.16.232.20,80,FALSE,SJC,North America,San Jose,154,18.44
104.19.224.8,80,FALSE,SJC,North America,San Jose,140,18.43
104.19.224.199,8880,FALSE,SJC,North America,San Jose,157,18.43
104.16.179.44,2082,FALSE,SJC,North America,San Jose,163,18.42
104.17.226.118,80,FALSE,SJC,North America,San Jose,138,18.42
104.16.193.194,8880,FALSE,SJC,North America,San Jose,162,18.41
104.16.153.9,2086,FALSE,SJC,North America,San Jose,158,18.41
104.18.138.22,2086,FALSE,SJC,North America,San Jose,158,18.41
104.17.177.143,80,FALSE,SJC,North America,San Jose,168,18.4
104.17.109.151,2082,FALSE,SJC,North America,San Jose,161,18.4
104.16.134.151,8880,FALSE,SJC,North America,San Jose,160,18.4
104.17.126.89,2082,FALSE,SJC,North America,San Jose,159,18.4
104.16.148.231,8880,FALSE,SJC,North America,San Jose,159,18.4
104.16.205.47,2086,FALSE,SJC,North America,San Jose,160,18.4
104.17.9.251,2086,FALSE,SJC,North America,San Jose,159,18.4
104.16.175.35,2086,FALSE,SJC,North America,San Jose,157,18.39
104.21.225.228,2095,FALSE,SJC,North America,San Jose,160,18.39
104.16.244.139,8080,FALSE,SJC,North America,San Jose,169,18.39
104.17.176.171,2082,FALSE,SJC,North America,San Jose,164,18.39
104.16.226.40,2082,FALSE,SJC,North America,San Jose,163,18.39
104.17.47.91,2086,FALSE,SJC,North America,San Jose,157,18.39
104.16.225.239,2082,FALSE,SJC,North America,San Jose,160,18.38
104.16.238.235,8880,FALSE,SJC,North America,San Jose,164,18.38
104.16.165.43,8080,FALSE,SJC,North America,San Jose,159,18.38
104.17.166.108,2086,FALSE,SJC,North America,San Jose,157,18.38
104.18.154.117,8880,FALSE,SJC,North America,San Jose,161,18.37
104.17.57.242,80,FALSE,SJC,North America,San Jose,146,18.36
104.16.198.31,8880,FALSE,SJC,North America,San Jose,161,18.36
104.17.36.190,2082,FALSE,SJC,North America,San Jose,169,18.35
104.16.93.216,80,FALSE,SJC,North America,San Jose,174,18.35
104.17.128.229,8080,FALSE,SJC,North America,San Jose,172,18.35
104.17.62.114,8080,FALSE,SJC,North America,San Jose,164,18.35
104.16.239.237,8080,FALSE,SJC,North America,San Jose,173,18.35
104.16.124.67,2052,FALSE,SJC,North America,San Jose,159,18.34
104.16.181.110,8880,FALSE,SJC,North America,San Jose,161,18.34
104.16.166.24,80,FALSE,SJC,North America,San Jose,146,18.33
104.16.151.244,2086,FALSE,SJC,North America,San Jose,160,18.33
104.17.38.179,8080,FALSE,SJC,North America,San Jose,169,18.33
104.16.222.225,2086,FALSE,SJC,North America,San Jose,161,18.33
104.16.141.100,2082,FALSE,SJC,North America,San Jose,164,18.33
104.16.240.153,2082,FALSE,SJC,North America,San Jose,162,18.32
104.16.121.28,2082,FALSE,SJC,North America,San Jose,163,18.32
104.16.218.128,8880,FALSE,SJC,North America,San Jose,157,18.31
104.17.28.19,2052,FALSE,SJC,North America,San Jose,158,18.31
104.17.24.81,8080,FALSE,SJC,North America,San Jose,175,18.31
104.19.230.248,8880,FALSE,SJC,North America,San Jose,160,18.31
104.16.124.233,2082,FALSE,SJC,North America,San Jose,161,18.3
104.16.129.242,80,FALSE,SJC,North America,San Jose,182,18.3
104.16.141.112,2052,FALSE,SJC,North America,San Jose,156,18.29
104.18.148.88,2052,FALSE,SJC,North America,San Jose,159,18.28
104.18.247.235,8880,FALSE,SJC,North America,San Jose,160,18.28
104.17.82.123,8080,FALSE,SJC,North America,San Jose,160,18.28
104.17.108.89,2052,FALSE,SJC,North America,San Jose,156,18.28
104.18.156.199,2052,FALSE,SJC,North America,San Jose,157,18.28
104.16.241.177,2052,FALSE,SJC,North America,San Jose,153,18.28
104.18.211.38,8880,FALSE,SJC,North America,San Jose,163,18.27
104.17.132.193,2086,FALSE,SJC,North America,San Jose,162,18.27
104.18.159.150,2086,FALSE,SJC,North America,San Jose,137,18.27
104.17.7.252,2082,FALSE,SJC,North America,San Jose,162,18.27
104.16.62.233,80,FALSE,SJC,North America,San Jose,146,18.26
104.21.238.64,8880,FALSE,SJC,North America,San Jose,161,18.26
104.16.156.241,8080,FALSE,SJC,North America,San Jose,169,18.26
104.18.134.168,2086,FALSE,SJC,North America,San Jose,162,18.26
104.16.242.53,8880,FALSE,SJC,North America,San Jose,160,18.26
